Name	TaxID
Actinopolyspora lacussalsi	1234544
Actinopolyspora mzabensis	995066
Actinospica acidiphila	304899
Actinospica robiniae	304901
Actinotalea ferrariae	1386098
Adhaeribacter aerolatus	670289
Adhaeribacter aerophilus	670288
Adhaeribacter aquaticus	299567
Adhaeribacter terreus	529703
Adlercreutzia equolifaciens	446660
Advenella faeciporci	797535
Advenella incenata	267800
Aequorivita capsosiphonis	487317
Aequorivita viscosa	797419
Aeriscardovia aeriphila	218139
Aerococcus suis	371602
Aeromicrobium alkaliterrae	302168
Aeromicrobium flavum	416568
Aeromicrobium ginsengisoli	363867
Aeromicrobium halocynthiae	560557
Aeromicrobium panaciterrae	363861
Aeromicrobium ponti	460257
Aeromicrobium tamlense	375541
Aeromonas aquariorum	196024
Aeromonas australiensis	1114880
Aeromonas bivalvium	440079
Aeromonas fluvialis	591962
Aeromonas molluscorum	271417
Aeromonas rivuli	648794
Aeromonas sanarellii	633415
Aeromonas simiae	218936
Aeromonas taiwanensis	633417
Aestuariibacter halophilus	226011
Aestuariibacter salexigens	226010
Aestuariibaculum suncheonense	1028745
Aestuariimicrobium kwangyangense	396389
Agaricicola taiwanensis	591372
Agarivorans albus	182262
Agarivorans gilvus	680279
Agrococcus casei	343512
Agrococcus jejuensis	399736
Agrococcus lahaulensis	341722
Agrococcus terreus	574649
Agrococcus versicolor	501482
Agromyces allii	393607
Agromyces atrinae	592376
Agromyces bauzanensis	1308924
Agromyces humatus	279573
Agromyces italicus	279572
Agromyces lapidis	279574
Agromyces neolithicus	269420
Agromyces salentinus	269421
Agromyces subbeticus	293890
Agromyces terreus	424795
Agromyces tropicus	555371
Agromyces ulmi	248902
Aidingimonas halophila	574349
Albidovulum xiamenense	990712
Albimonas donghaensis	356660
Albimonas pacifica	1114924
Alcaligenes aquatilis	323284
Alcanivorax balearicus	413232
Alcanivorax dieselolei	285091
Alcanivorax hongdengensis	519051
Alcanivorax marinus	1177169
Algibacter agarilyticus	1109739
Algibacter agarivorans	1109741
Algibacter aquimarinus	1136748
Algibacter lectus	221126
Algibacter mikhailovii	425498
Algibacter undariae	1285464
Algibacter wandonensis	221126
Algimonas ampicilliniresistens	1298735
Algimonas porphyrae	1128113
Algiphilus aromaticivorans	382454
Algoriphagus antarcticus	238540
Algoriphagus aquaeductus	475299
Algoriphagus aquatilis	490186
Algoriphagus aquimarinus	237018
Algoriphagus chordae	237019
Algoriphagus chungangensis	1134595
Algoriphagus hitonicola	435880
Algoriphagus jejuensis	419934
Algoriphagus lutimaris	613197
Algoriphagus machipongonensis	388413
Algoriphagus namhaensis	915353
Algoriphagus olei	568072
Algoriphagus terrigena	344884
Algoriphagus vanfongensis	426371
Algoriphagus winogradskyi	237017
Algoriphagus yeomjeoni	291403
Algoriphagus zhangzhouensis	1073327
Aliagarivorans marinus	561965
Aliagarivorans taiwanensis	561966
Alicyclobacillus aeris	545890
Alicyclobacillus contaminans	392016
Alicyclobacillus fastidiosus	392011
Alicyclobacillus ferrooxydans	471514
Alicyclobacillus kakegawensis	392012
Alicyclobacillus macrosporangiidus	392015
Alicyclobacillus sacchari	392010
Alicyclobacillus shizuokensis	392014
Alicyclobacillus vulcanalis	252246
Aliidiomarina taiwanensis	946228
Aliifodinibius roseus	1194090
Aliifodinibius sediminis	1214077
Aliiglaciecola lipolytica	477689
Aliiglaciecola litoralis	582857
Aliivibrio finisterrensis	511998
Alishewanella aestuarii	453835
Alishewanella agri	553384
Alishewanella jeotgali	545533
Alishewanella tabrizica	671278
Alistipes indistinctus	626932
Alistipes onderdonkii	328813
Alistipes shahii	328814
Alkalibacillus filiformis	200990
Alkalibacillus flavidus	546021
Alkalibacillus silvisoli	392823
Alkalibacterium gilvum	1130080
Alkalibacterium iburiense	290589
Alkalibacterium indicireducens	398758
Alkalibacterium kapii	426704
Alkalibacterium pelagium	426702
Alkalibacterium putridalgicola	426703
Alkalibacterium thalassium	426701
Alkalibaculum bacchi	645887
Alkalilimnicola ehrlichii	351052
Alkalimonas collagenimarina	400390
Alkalitalea saponilacus	889453
Alkanibacter difficilis	159478
Alloactinosynnema album	504798
Allobacillus halotolerans	570278
Allocatelliglobosispora scoriae	643052
Allochromatium phaeobacterium	430676
Allochromatium renukae	402883
Allokutzneria multivorans	1142134
Allonocardiopsis opalescens	1144618
Alloprevotella rava	671218
Alloscardovia macacae	1160091
Alloscardovia omnicolens	419015
Alpinimonas psychrophila	748908
Altererythrobacter aestuarii	650004
Altererythrobacter epoxidivorans	361183
Altererythrobacter gangjinensis	1028742
Altererythrobacter indicus	374177
Altererythrobacter marensis	543877
Altererythrobacter marinus	538382
Altererythrobacter namhicola	645517
Altererythrobacter troitsensis	292222
Altererythrobacter xinjiangensis	762261
Alteribacillus bidgolensis	930129
Alteromonas addita	287094
Alteromonas genovensis	471225
Alteromonas hispanica	315421
Alteromonas litorea	252597
Alteromonas simiduii	398036
Alteromonas stellipolaris	233316
Alteromonas tagae	398035
Amantichitinum ursilacus	857265
Aminiphilus circumscriptus	290732
Aminivibrio pyruvatiphilus	1005740
Aminobacter ciceronei	150723
Aminobacter lissarensis	305698
Ammonifex thiophilus	444093
Amnibacterium kyonggiense	595671
Amnibacterium soli	1282736
Amorphus coralli	340680
Amorphus orientalis	649198
Amorphus suaedae	1327753
Amphibacillus cookii	767787
Amphibacillus iburiensis	1212662
Amphibacillus indicireducens	1076330
Amphibacillus jilinensis	1216008
Amphibacillus marinus	872970
Amphibacillus sediminis	360185
Amphritea atlantica	355243
Amphritea balenae	452629
Amphritea japonica	452627
Amycolatopsis cihanbeyliensis	1128664
Amycolatopsis decaplanina	208441
Amycolatopsis dongchuanensis	1070866
Amycolatopsis echigonensis	369930
Amycolatopsis granulosa	185684
Amycolatopsis halophila	1069073
Amycolatopsis halotolerans	330083
Amycolatopsis helveola	450800
Amycolatopsis jejuensis	330084
Amycolatopsis magusensis	882444
Amycolatopsis marina	490629
Amycolatopsis minnesotensis	337894
Amycolatopsis nigrescens	381445
Amycolatopsis niigatensis	369932
Amycolatopsis palatopharyngis	187982
Amycolatopsis pigmentata	450801
Amycolatopsis plumensis	236508
Amycolatopsis regifaucium	546365
Amycolatopsis ruanii	944491
Amycolatopsis saalfeldensis	394193
Amycolatopsis salitolerans	926830
Amycolatopsis samaneae	664691
Amycolatopsis taiwanensis	342230
Amycolatopsis thermalba	944492
Amycolatopsis thermophila	206084
Amycolatopsis tucumanensis	401106
Amycolatopsis ultiminotia	543629
Amycolatopsis viridis	185678
Amycolatopsis xylanica	589385
Anaerobranca californiensis	182411
Anaerobranca zavarzinii	436000
Anaerolinea thermolimosa	229919
Anaerosalibacter bizertensis	932217
Anaerosphaera aminiphila	1120994
Anaerosporobacter mobilis	264463
Anaerostipes butyraticus	645466
Anaerotruncus colihominis	169435
Ancylobacter oerskovii	459519
Ancylobacter polymorphus	223390
Ancylobacter rudongensis	177413
Ancylobacter vacuolatus	223389
Anderseniella baltica	444440
Andreprevotia chitinilytica	396808
Andreprevotia lacus	1121000
Aneurinibacillus terranovensis	278991
Angulomicrobium amanitiforme	217069
Angustibacter aerolatus	1162965
Angustibacter luteus	658456
Angustibacter peucedani	598653
Anoxybacillus ayderensis	265546
Anoxybacillus bogrovensis	409997
Anoxybacillus caldiproteolyticus	247480
Anoxybacillus calidus	575178
Anoxybacillus contaminans	225988
Anoxybacillus eryuanensis	651866
Anoxybacillus kestanbolensis	227476
Anoxybacillus tengchongensis	576944
Anoxybacillus vitaminiphilus	581036
Anoxybacillus voinovskiensis	230470
Aquabacterium fontiphilum	450365
Aquabacterium limnoticum	708634
Aquamicrobium aerolatum	561088
Aquamicrobium aestuarii	698647
Aquamicrobium ahrensii	469551
Aquamicrobium segne	469547
Aquiflexum balticum	280473
Aquihabitans daechungensis	1052257
Aquimarina gracilis	874422
Aquimarina longa	1080221
Aquimarina macrocephali	666563
Aquimarina mytili	874423
Aquimarina spongiae	570521
Aquimonas voraii	265719
Aquincola tertiaricarbonis	391953
Aquipuribacter hungaricus	545624
Aquisalibacillus elongatus	485577
Aquisalimonas asiatica	406100
Aquitalea denitrificans	519081
Aquitalea magnusonii	332411
Arcanobacterium canis	999183
Arcanobacterium phocisimile	1302235
Archaeoglobus infectus	403219
Archaeoglobus sulfaticallidus	1316941
Arcicella aquatica	217141
Arcicella aurantiaca	591202
Arcicella rigui	797020
Arcicella rosea	502909
Arcobacter anaerophilus	877500
Arcobacter cibarius	255507
Arcobacter halophilus	197482
Arcobacter marinus	505249
Arcobacter mytili	603050
Arcobacter trophiarum	708186
Arcticibacter svalbardensis	1288027
Ardenticatena maritima	872965
Arenibacter certesii	228955
Arenibacter echinorum	440515
Arenibacter hampyeongensis	1028743
Arenibacter nanhaiticus	558155
Arenibacter palladensis	237373
Arenicella chitinivorans	1329800
Arenicella xantha	644221
Arenimonas daechungensis	1052258
Arenimonas daejeonensis	370777
Arenimonas donghaensis	375061
Arenimonas malthae	354197
Arenimonas metalli	948077
Arenimonas oryziterrae	498055
Arenitalea lutea	1178825
Arsenicicoccus bolidensis	229480
Arsenicicoccus dermatophilus	1076331
Arthrobacter alkaliphilus	369936
Arthrobacter alpinus	656366
Arthrobacter castelli	271431
Arthrobacter cryoconiti	748907
Arthrobacter cupressi	1045773
Arthrobacter humicola	409291
Arthrobacter oryzae	409290
Arthrobacter parietis	271434
Arthrobacter pigmenti	271432
Arthrobacter psychrochitiniphilus	291045
Arthrobacter russicus	172040
Arthrobacter stackebrandtii	272161
Arthrobacter tecti	271433
Arthrobacter tumbae	163874
Asaccharobacter celatus	394340
Asaia krungthepensis	220990
Asanoa iriomotensis	234613
Asanoa siamensis	926357
Asinibacterium lactis	1162689
Aspergillus arachidicola	656916
Aspergillus baeticus	1194636
Aspergillus minisclerotigenes	656917
Aspergillus thesauricus	1194637
Aspergillus uvarum	446911
Asticcacaulis solisilvae	1217274
Asticcacaulis taihuensis	260084
Atopococcus tabaci	269774
Auraticoccus monumenti	675864
Aureicoccus marinus	754435
Aureimonas ferruginea	1198454
Aureimonas rubiginis	1198455
Aureispira maritima	407844
Aureitalea marina	930804
Aureivirga marina	1182451
Auritidibacter ignavus	678932
Avibacterium endocarditidis	380674
Azonexus caeni	266126
Azonexus hydrophilus	418702
Azorhizobium oxalatiphilum	980631
Azospira restricta	404405
Azospirillum canadense	403962
Azospirillum fermentarium	1233114
Azospirillum formosense	861533
Azospirillum humicireducens	1226968
Azospirillum melinis	328839
Azospirillum oryzae	286727
Azospirillum picis	488438
Azospirillum rugosum	416170
Azospirillum thiophilum	528244
Azospirillum zeae	660513
Bacillus acidiceler	371036
Bacillus acidicola	209389
Bacillus acidiproducens	1121084
Bacillus aerius	293388
Bacillus aerophilus	293389
Bacillus aidingensis	384933
Bacillus akibai	1411
Bacillus alkalitelluris	304268
Bacillus altitudinis	293387
Bacillus alveayuensis	279215
Bacillus andreesenii	1325932
Bacillus aryabhattai	412384
Bacillus asahii	228899
Bacillus aurantiacus	254410
Bacillus axarquiensis	260554
Bacillus bataviensis	220685
Bacillus bogoriensis	246272
Bacillus butanolivorans	421767
Bacillus canaveralius	1403243
Bacillus cecembensis	459347
Bacillus cellulosilyticus	1413
Bacillus chagannorensis	427072
Bacillus chungangensis	587633
Bacillus cibi	246786
Bacillus coahuilensis	408580
Bacillus composti	1245523
Bacillus cytotoxicus	580165
Bacillus daliensis	745820
Bacillus decisifrondis	380630
Bacillus drentensis	220684
Bacillus eiseniae	762947
Bacillus endoradicis	718002
Bacillus farraginis	254757
Bacillus fordii	254759
Bacillus fortis	254758
Bacillus galactosidilyticus	217031
Bacillus galliciensis	531816
Bacillus ginsengisoli	904295
Bacillus gottheilii	859144
Bacillus halosaccharovorans	930124
Bacillus hemicellulosilyticus	127886
Bacillus herbersteinensis	283816
Bacillus horneckiae	549687
Bacillus humi	263474
Bacillus hwajinpoensis	208199
Bacillus indicus	246786
Bacillus isabeliae	432607
Bacillus kochii	859143
Bacillus koreensis	284581
Bacillus korlensis	519977
Bacillus kribbensis	356658
Bacillus lehensis	300825
Bacillus litoralis	152268
Bacillus malacitensis	260554
Bacillus mannanilyticus	1418
Bacillus marmarensis	521377
Bacillus massiliensis	292806
Bacillus methylotrophicus	492670
Bacillus murimartini	171685
Bacillus nanhaiisediminis	688079
Bacillus niabensis	324854
Bacillus novalis	220687
Bacillus oceanisediminis	665099
Bacillus okhensis	333138
Bacillus oleronius	38875
Bacillus oshimensis	290588
Bacillus paraflexus	862644
Bacillus persicus	930146
Bacillus pervagus	1325931
Bacillus plakortidis	444060
Bacillus polygoni	425933
Bacillus ruris	217495
Bacillus safensis	561879
Bacillus salarius	284579
Bacillus saliphilus	200989
Bacillus salsus	930152
Bacillus selenatarsenatis	388741
Bacillus seohaeanensis	284580
Bacillus shackletonii	157838
Bacillus siamensis	659243
Bacillus soli	220688
Bacillus songklensis	1069116
Bacillus sporothermodurans	46224
Bacillus stratosphericus	293386
Bacillus tequilensis	227866
Bacillus thermocopriae	1215031
Bacillus thermophilus	1245522
Bacillus trypoxylicola	519424
Bacillus velezensis	492670
Bacillus vireti	220686
Bacillus wakoensis	127891
Bacteroides cellulosilyticus	246787
Bacteroides clarus	626929
Bacteroides coprocola	310298
Bacteroides coprophilus	387090
Bacteroides coprosuis	151276
Bacteroides dorei	357276
Bacteroides faecichinchillae	871325
Bacteroides faecis	674529
Bacteroides finegoldii	338188
Bacteroides fluxus	626930
Bacteroides graminisolvens	477666
Bacteroides intestinalis	329854
Bacteroides massiliensis	204516
Bacteroides oleiciplenus	626931
Bacteroides paurosaccharolyticus	732242
Bacteroides plebeius	310297
Bacteroides propionicifaciens	392838
Bacteroides reticulotermitis	1133319
Bacteroides stercorirosoris	871324
Bacteroides xylanisolvens	371601
Balneola alkaliphila	455359
Balneola vulgaris	287535
Barnesiella intestinihominis	487174
Barnesiella viscericola	397865
Barrientosiimonas humi	999931
Bartonella acomydis	686234
Bartonella callosciuri	686223
Bartonella chomelii	236402
Bartonella coopersplainsensis	481137
Bartonella jaculi	686226
Bartonella japonica	357761
Bartonella pachyuromydis	931097
Bartonella queenslandensis	481138
Bartonella rattaustraliani	481139
Bartonella silvatica	357760
Basfia succiniciproducens	653940
Bavariicoccus seileri	549685
Bdellovibrio exovorus	453816
Beijerinckia doebereinerae	1403274
Belliella baltica	232259
Belliella pelovolcani	529505
Bellilinea caldifistulae	360411
Belnapia moabensis	365533
Belnapia rosea	938405
Belnapia soli	1055355
Bensingtonia bomiensis	1085668
Bensingtonia rectispora	1085669
Bermanella marisrubri	207949
Bhargavaea cecembensis	394098
Bhargavaea ullalensis	1265685
Bifidobacterium bombi	471511
Bifidobacterium mongoliense	518643
Bifidobacterium psychraerophilum	218140
Bifidobacterium stercoris	1680
Bifidobacterium tsurumiense	356829
Bizionia argentinensis	456455
Bizionia echini	649333
Bizionia gelidisalsuginis	291188
Bizionia hallyeonensis	1123757
Bizionia myxarmorum	291186
Bizionia saleffrena	291189
Blastococcus endophyticus	673521
Blastococcus saxobsidens	138336
Blastopirellula cremea	1031537
Blautia faecis	871665
Blautia stercoris	871664
Borrelia turcica	229155
Bosea lathyri	1036778
Bosea lupini	1036779
Bosea robiniae	1036780
Bowmanella pacifica	502051
Brachybacterium phenoliresistens	396014
Brachybacterium saurashtrense	556288
Brachybacterium squillarum	661979
Brachybacterium zhongshanense	416230
Brachymonas chironomi	491919
Bradyrhizobium betae	244734
Bradyrhizobium daqingense	993502
Bradyrhizobium diazoefficiens	1355477
Bradyrhizobium huanghuaihaiense	990078
Bradyrhizobium pachyrhizi	280333
Brassicibacter mesophilus	745119
Brenneria goodwinii	1109412
Brevibacillus aydinogluensis	927786
Brevibacillus fluminis	511487
Brevibacillus levickii	278990
Brevibacillus nitrificans	651560
Brevibacillus panacihumi	497735
Brevibacterium album	417948
Brevibacterium ammoniilyticum	1046555
Brevibacterium celere	225845
Brevibacterium daeguense	909936
Brevibacterium jeotgali	1262550
Brevibacterium marinum	418643
Brevibacterium massiliense	479117
Brevibacterium oceani	358099
Brevibacterium picturae	260553
Brevibacterium pityocampae	506594
Brevibacterium salitolerans	1403566
Brevibacterium samyangense	366888
Brevibacterium sandarakinum	629680
Brevibacterium siliguriense	1136497
Brevibacterium yomogidense	946573
Brevifollis gellanilyticus	748831
Brevundimonas abyssalis	1125965
Brevundimonas aveniformis	370977
Brevundimonas basaltis	472166
Brevundimonas halotolerans	69670
Brevundimonas kwangchunensis	322163
Brevundimonas lenta	424796
Brevundimonas naejangsanensis	588932
Brevundimonas nasdae	172043
Brevundimonas poindexterae	74325
Brevundimonas staleyi	74326
Brevundimonas vancanneytii	1325724
Brevundimonas viscosa	871741
Brockia lithotrophica	933949
Brooklawnia cerclae	349934
Brucella ceti	120577
Brucella inopinata	1218315
Brucella microti	444163
Brucella pinnipedialis	120576
Brumimicrobium mesophilum	392717
Bryobacter aggregatus	360054
Bryocella elongata	863522
Budvicia diplopodorum	1119056
Burkholderia arboris	488730
Burkholderia contaminans	488447
Burkholderia diffusa	488732
Burkholderia dolosa	152500
Burkholderia endofungorum	417203
Burkholderia lata	482957
Burkholderia latens	488446
Burkholderia metallica	488729
Burkholderia rhizoxinica	412963
Burkholderia seminalis	488731
Burkholderia soli	380675
Burkholderia symbiotica	863227
Butyricicoccus pullicaecorum	501571
Butyricimonas synergistica	544644
Butyricimonas virosa	544645
Caenimonas koreensis	367474
Caenispirillum bisanense	414052
Caenispirillum salinarum	859058
Caldalkalibacillus thermarum	296745
Caldalkalibacillus uzonensis	353224
Caldanaerobacter uzonensis	447594
Caldanaerobius fijiensis	456330
Caldanaerovirga acetigignens	447595
Calderihabitans maritimus	1246530
Caldicellulosiruptor hydrothermalis	413888
Caldicellulosiruptor kronotskyensis	413889
Caldicoprobacter guelmensis	1170224
Caldicoprobacter oshimai	551788
Caldimicrobium rimae	444091
Caldisericum exile	693075
Calditerricola satsumensis	373054
Calditerricola yamamurae	448141
Calditerrivibrio nitroreducens	477976
Caldithrix palaeochoryensis	650508
Caloramator australicus	515264
Caloramator boliviensis	568790
Caloramator mitchellensis	908809
Caloramator quimbayensis	1147123
Caloribacterium cisternae	996765
Camelimonas abortus	1017184
Camelimonas lactis	659006
Caminibacter mediatlanticus	291048
Caminibacter profundus	217041
Campylobacter avium	522485
Campylobacter canadensis	449520
Campylobacter cuniculorum	374106
Campylobacter insulaenigrae	260714
Campylobacter subantarcticus	497724
Campylobacter volucris	1031542
Candida adriatica	1171601
Candida aechmeae	535747
Candida broadrunensis	1304134
Candida cellulosicola	996520
Candida coquimbonensis	1460421
Candida ficus	1176389
Candida golubevii	1323752
Candida halmiae	380880
Candida kuoi	1008382
Candida molendinolei	1538181
Candida olivae	1819164
Candida palmyrensis	641393
Candida qingdaonensis	593426
Candida tocantinsensis	1006464
Candida vrieseae	622359
Candida xyloterini	641392
Candidimonas bauzanensis	658167
Capnocytophaga leadbetteri	327575
Carboxydocella manganica	744873
Carboxydocella sporoproducens	285110
Carboxydothermus pertinax	870242
Carboxydothermus siderophilus	441616
Carnobacterium jeotgali	545534
Castellaniella caeni	266123
Castellaniella daejeonensis	659013
Castellaniella denitrificans	56119
Castellaniella ginsengisoli	546114
Castellaniella hirudinis	1144617
Catellatospora bangladeshensis	310355
Catellatospora chokoriensis	310353
Catellatospora coxensis	310354
Catellicoccus marimammalium	300419
Catenulispora acidiphila	304895
Catenulispora graminis	910543
Catenulispora rubra	280293
Catenulispora subtropica	450798
Catenulispora yoronensis	450799
Caulobacter daechungensis	1249558
Cecembia calidifontis	1187080
Cecembia lonarensis	645110
Celeribacter baekdonensis	875171
Celeribacter neptunius	588602
Celerinatantimonas diazotrophica	412034
Celerinatantimonas yamalensis	559956
Cellulomonas aerilata	515326
Cellulomonas bogoriensis	301388
Cellulomonas carbonis	1386092
Cellulomonas chitinilytica	398759
Cellulomonas composti	266130
Cellulomonas marina	988821
Cellulomonas oligotrophica	931536
Cellulomonas soli	931535
Cellulomonas terrae	311234
Cellulomonas xylanilytica	233583
Cellulophaga geojensis	935699
Cellulophaga pacifica	219707
Cellulophaga tyrosinoxydans	504486
Cellulosibacter alkalithermophilus	630405
Cellulosilyticum ruminicola	425254
Cellulosimicrobium funkei	264251
Cellulosimicrobium terreum	412439
Cerasibacillus quisquiliarum	227865
Cerasicoccus arenae	424488
Cesiribacter roseus	877549
Chelativorans multitrophicus	449973
Chelativorans oligotrophicus	449974
Chelatococcus daeguensis	444444
Chelatococcus sambhunathii	363953
Chelonobacter oris	505317
Chiayiivirga flava	659595
Chitinibacter alvei	591203
Chitinibacter tainanensis	230667
Chitinilyticum aquatile	362520
Chitinilyticum litopenaei	1121276
Chitinimonas koreensis	356302
Chitinivorax tropicus	714531
Chitinophaga cymbidii	1096750
Chitinophaga ginsengisegetis	393003
Chitinophaga ginsengisoli	363837
Chitinophaga niabensis	536979
Chitinophaga niastensis	536980
Chitinophaga rupis	573321
Christensenella minuta	626937
Chromobacterium aquaticum	467180
Chromobacterium haemolyticum	394935
Chromobacterium piscinae	686831
Chromobacterium pseudoviolaceum	536
Chromobacterium subtsugae	251747
Chromobacterium vaccinii	1108595
Chromohalobacter japonicus	223900
Chromohalobacter nigrandesensis	119863
Chromohalobacter sarecensis	245294
Chryseobacterium angstadtii	558151
Chryseobacterium anthropi	520603
Chryseobacterium aquaticum	452084
Chryseobacterium aquifrigidense	558021
Chryseobacterium arothri	420404
Chryseobacterium arthrosphaerae	651561
Chryseobacterium bernardetii	1241978
Chryseobacterium bovis	421530
Chryseobacterium caeni	365343
Chryseobacterium carnipullorum	1124835
Chryseobacterium carnis	1241979
Chryseobacterium chaponense	713588
Chryseobacterium culicis	680127
Chryseobacterium daeguense	412438
Chryseobacterium flavum	415851
Chryseobacterium frigidisoli	1125876
Chryseobacterium gambrini	373672
Chryseobacterium ginsengisoli	363853
Chryseobacterium gregarium	456299
Chryseobacterium gwangjuense	1069980
Chryseobacterium haifense	421525
Chryseobacterium hispalense	1453492
Chryseobacterium hispanicum	358687
Chryseobacterium hominis	420404
Chryseobacterium humi	493375
Chryseobacterium hungaricum	454006
Chryseobacterium jejuense	445960
Chryseobacterium kwangjuense	267125
Chryseobacterium lactis	1241981
Chryseobacterium luteum	421531
Chryseobacterium molle	216903
Chryseobacterium nakagawai	1241982
Chryseobacterium oranimense	421058
Chryseobacterium pallidum	373671
Chryseobacterium palustre	493376
Chryseobacterium piscicola	551459
Chryseobacterium piscium	333702
Chryseobacterium rigui	1132696
Chryseobacterium shigense	297244
Chryseobacterium soldanellicola	311333
Chryseobacterium soli	445961
Chryseobacterium solincola	510955
Chryseobacterium taeanense	311334
Chryseobacterium taichungense	295069
Chryseobacterium taihuense	1141221
Chryseobacterium taiwanense	363331
Chryseobacterium treverense	631455
Chryseobacterium ureilyticum	373668
Chryseobacterium vietnamense	866785
Chryseobacterium viscerum	1037377
Chryseobacterium vrystaatense	307480
Chryseobacterium wanjuense	356305
Chryseoglobus frigidaquae	424758
Chryseolinea serpens	947013
Chryseomicrobium amylolyticum	558165
Chungangia koreensis	752657
Ciceribacter lividus	1197950
Citeromyces hawaiiensis	1046750
Citeromyces nyonsensis	1306350
Citricoccus alkalitolerans	246603
Citricoccus parietis	592307
Citricoccus zhacaiensis	489142
Cloacibacillus evryensis	508460
Cloacibacillus porcorum	1197717
Cloacibacterium normanense	237258
Cloacibacterium rupense	517423
Clostridiisalibacter paucivorans	408753
Clostridium aciditolerans	339861
Clostridium aestuarii	338193
Clostridium amylolyticum	1121298
Clostridium arbusti	1137848
Clostridium cavendishii	349931
Clostridium clariflavum	288965
Clostridium ganghwense	312089
Clostridium hydrogeniformans	349933
Clostridium lavalense	460384
Clostridium lundense	319475
Clostridium nitrophenolicum	382954
Clostridium schirmacherense	351628
Clostridium straminisolvens	253314
Clostridium sulfidigenes	318464
Clostridium tagluense	360422
Clostridium tepidiprofundi	420412
Cobetia amphilecti	1055104
Cobetia crustatorum	553385
Cobetia litoralis	1055102
Cobetia pacifica	1055101
Cocleimonas flava	634765
Cohaesibacter gelatinilyticus	372072
Cohaesibacter haloalkalitolerans	1162980
Cohaesibacter marisflavi	655353
Cohnella arctica	889520
Cohnella cellulosilytica	986710
Cohnella fontinalis	477675
Cohnella formosensis	1145318
Cohnella ginsengisoli	425004
Cohnella laeviribosi	380174
Cohnella luojiensis	652876
Cohnella lupini	1294267
Cohnella phaseoli	456490
Cohnella terrae	557556
Cohnella thailandensis	557557
Cohnella thermotolerans	329858
Cohnella xylanilytica	557555
Cohnella yongneupensis	425006
Collimonas arenae	279058
Collimonas fungivorans	158899
Collimonas pratensis	279113
Collinsella tanakaei	626935
Colwellia aestuarii	329993
Colwellia asteriadis	517723
Colwellia chukchiensis	641665
Colwellia piezophila	211668
Colwellia polaris	326537
Comamonas composti	408558
Comamonas guangdongensis	510515
Comamonas jiangduensis	1194168
Comamonas odontotermitis	379895
Comamonas zonglianii	663949
Compostimonas suwonensis	1048394
Conexibacter arvalis	912552
